interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,dwell_ms,home_city,synthetic_persona,days_until_event,price_mid
int_0020158,2026-04-23T10:10:43+00:00,user_0195,user_0195_session_016,evt_00384,swipe,left,false,chat,Arts_Theatre,Comedy,Improvised,Barcelona,21.0,37.0,2026-08-20,barcelona_diagonal_arena,2026-04-23T10:31:43+00:00,1034,Madrid,electronic_night_explorer,119,29.0
int_0007636,2026-04-23T10:16:31+00:00,user_0072,user_0072_session_008,evt_00080,swipe,left,false,swipe,Sports,Football,International_Friendly,Madrid,88.0,114.0,2026-08-21,madrid_distrito_club,2026-04-23T10:38:31+00:00,1084,Bilbao,sports_travel_premium,120,101.0
int_0006886,2026-04-23T10:17:44+00:00,user_0064,user_0064_session_015,evt_01077,swipe,left,false,swipe,Family,Kids,Interactive_Show,Bilbao,26.0,48.0,2026-05-14,bilbao_abando_arena,2026-04-23T11:15:44+00:00,2069,Malaga,sports_travel_premium,21,37.0
int_0021964,2026-04-23T10:18:39+00:00,user_0213,user_0213_session_004,evt_00791,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Sevilla,37.0,63.0,2026-07-19,sevilla_triana_hall,2026-04-23T11:01:39+00:00,1410,Madrid,broad_discovery_flexible,87,50.0
int_0012789,2026-04-23T10:19:06+00:00,user_0127,user_0127_session_006,evt_00462,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Valencia,38.0,62.0,2026-06-17,valencia_ciutat_arena,2026-04-23T10:30:06+00:00,2849,Sevilla,family_weekend_local,55,50.0
int_0000586,2026-04-23T10:19:18+00:00,user_0006,user_0006_session_003,evt_00782,swipe,left,false,swipe,Sports,Tennis,Exhibition,Sevilla,67.0,103.0,2026-06-18,sevilla_alameda_club,2026-04-23T10:36:18+00:00,2670,Barcelona,music_local_budget,56,85.0
int_0008302,2026-04-23T10:19:46+00:00,user_0079,user_0079_session_012,evt_01053,swipe,right,true,chat,Arts_Theatre,Comedy,Improvised,Bilbao,22.0,34.0,2026-05-20,bilbao_abando_arena,2026-04-23T10:23:46+00:00,3154,Sevilla,arts_culture_local,27,28.0
int_0016268,2026-04-23T10:22:22+00:00,user_0164,user_0164_session_014,evt_00055,swipe,right,true,swipe,Music,Urban,Trap,Madrid,41.0,75.0,2026-07-21,madrid_river_stage,2026-04-23T10:29:22+00:00,8588,Valencia,electronic_night_explorer,89,58.0
int_0002718,2026-04-23T10:22:28+00:00,user_0024,user_0024_session_011,evt_00512,swipe,left,false,swipe,Music,Urban,Hip_Hop,Valencia,45.0,77.0,2026-08-21,valencia_ciutat_arena,2026-04-23T11:01:28+00:00,2293,Barcelona,music_local_budget,120,61.0
int_0007153,2026-04-23T10:22:49+00:00,user_0067,user_0067_session_016,evt_00495,swipe,left,false,swipe,Music,Electronic,Techno,Valencia,69.0,81.0,2026-07-19,valencia_mediterraneo_hall,2026-04-23T11:02:49+00:00,1930,Bilbao,sports_travel_premium,87,75.0
int_0015258,2026-04-23T10:25:05+00:00,user_0155,user_0155_session_014,evt_00279,swipe,right,true,chat,Music,Urban,Trap,Barcelona,53.0,71.0,2026-07-19,barcelona_montjuic_hall,2026-04-23T10:27:05+00:00,6785,Malaga,family_weekend_local,87,62.0
int_0004956,2026-04-23T10:27:52+00:00,user_0044,user_0044_session_013,evt_01008,swipe,left,false,swipe,Sports,Tennis,Exhibition,Bilbao,80.0,114.0,2026-08-20,bilbao_arenal_stage,2026-04-23T10:34:52+00:00,2411,Malaga,sports_travel_premium,119,97.0
int_0006296,2026-04-23T10:31:15+00:00,user_0059,user_0059_session_005,evt_00536,swipe,left,false,swipe,Sports,Basketball,ACB,Valencia,64.0,96.0,2026-08-20,valencia_ciutat_arena,2026-04-23T10:54:15+00:00,810,Sevilla,sports_travel_premium,119,80.0
int_0014238,2026-04-23T10:32:37+00:00,user_0143,user_0143_session_010,evt_01280,swipe,left,false,chat,Arts_Theatre,Comedy,Improvised,Malaga,8.0,40.0,2026-08-21,malaga_alcazaba_hall,2026-04-23T10:34:37+00:00,1410,Valencia,family_weekend_local,120,24.0
int_0011520,2026-04-23T10:32:49+00:00,user_0112,user_0112_session_012,evt_00285,swipe,right,true,swipe,Music,Urban,Hip_Hop,Barcelona,28.0,58.0,2026-05-14,barcelona_montjuic_hall,2026-04-23T11:20:49+00:00,5339,Barcelona,arts_culture_local,21,43.0
int_0017583,2026-04-23T10:33:01+00:00,user_0174,user_0174_session_019,evt_01173,swipe,left,false,swipe,Music,Urban,Trap,Malaga,38.0,54.0,2026-05-22,malaga_malaga_forum,2026-04-23T10:39:01+00:00,1606,Madrid,electronic_night_explorer,29,46.0
int_0024087,2026-04-23T10:35:32+00:00,user_0234,user_0234_session_012,evt_00527,swipe,left,false,swipe,Sports,Football,International_Friendly,Valencia,88.0,106.0,2026-07-19,valencia_mediterraneo_hall,2026-04-23T11:32:32+00:00,2881,Barcelona,broad_discovery_flexible,87,97.0
int_0014517,2026-04-23T10:46:41+00:00,user_0147,user_0147_session_003,evt_00413,swipe,right,true,swipe,Family,Kids,Storytelling,Barcelona,22.0,44.0,2026-05-21,barcelona_montjuic_hall,2026-04-23T11:00:41+00:00,8372,Sevilla,family_weekend_local,28,33.0
int_0000578,2026-04-23T10:47:37+00:00,user_0006,user_0006_session_002,evt_00768,swipe,left,false,swipe,Sports,Basketball,EuroLeague,Sevilla,77.0,91.0,2026-08-20,sevilla_alameda_club,2026-04-23T11:12:37+00:00,708,Barcelona,music_local_budget,119,84.0
int_0019814,2026-04-23T10:48:16+00:00,user_0193,user_0193_session_002,evt_00486,swipe,right,true,swipe,Music,Electronic,House,Valencia,53.0,87.0,2026-06-19,valencia_ciutat_arena,2026-04-23T11:26:16+00:00,9157,Sevilla,electronic_night_explorer,57,70.0
int_0012016,2026-04-23T10:50:10+00:00,user_0118,user_0118_session_006,evt_00952,swipe,right,true,swipe,Music,Urban,Trap,Bilbao,43.0,55.0,2026-08-20,bilbao_arenal_stage,2026-04-23T11:41:10+00:00,4007,Malaga,family_weekend_local,119,49.0
int_0009573,2026-04-23T10:52:23+00:00,user_0092,user_0092_session_010,evt_00982,swipe,right,true,chat,Sports,Basketball,ACB,Bilbao,51.0,85.0,2026-06-16,bilbao_arenal_stage,2026-04-23T11:09:23+00:00,7186,Barcelona,arts_culture_local,54,68.0
int_0010392,2026-04-23T10:54:35+00:00,user_0100,user_0100_session_015,evt_00789,swipe,left,false,chat,Arts_Theatre,Theatre,Drama,Sevilla,35.0,51.0,2026-05-19,sevilla_triana_hall,2026-04-23T11:49:35+00:00,2613,Valencia,arts_culture_local,26,43.0
int_0005902,2026-04-23T10:56:22+00:00,user_0055,user_0055_session_005,evt_00189,swipe,left,false,swipe,Family,Kids,Storytelling,Madrid,8.0,25.0,2026-05-16,madrid_river_stage,2026-04-23T11:02:22+00:00,2363,Sevilla,sports_travel_premium,23,16.5
int_0007333,2026-04-23T10:57:44+00:00,user_0069,user_0069_session_011,evt_00207,swipe,left,false,swipe,Family,Circus,Family_Circus,Madrid,31.0,47.0,2026-07-18,madrid_river_stage,2026-04-23T11:03:44+00:00,729,Madrid,sports_travel_premium,86,39.0
int_0017988,2026-04-23T10:59:20+00:00,user_0178,user_0178_session_005,evt_00942,swipe,left,false,swipe,Music,Electronic,Techno,Bilbao,73.0,85.0,2026-06-19,bilbao_arenal_stage,2026-04-23T11:40:20+00:00,2523,Barcelona,electronic_night_explorer,57,79.0
int_0007690,2026-04-23T11:03:33+00:00,user_0073,user_0073_session_004,evt_00375,swipe,left,false,swipe,Arts_Theatre,Comedy,Stand_Up,Barcelona,15.0,29.0,2026-07-18,barcelona_montjuic_hall,2026-04-23T11:26:33+00:00,444,Barcelona,sports_travel_premium,86,22.0
int_0023190,2026-04-23T11:05:08+00:00,user_0225,user_0225_session_006,evt_00389,swipe,left,false,chat,Arts_Theatre,Classical,Symphonic,Barcelona,45.0,75.0,2026-05-16,barcelona_montjuic_hall,2026-04-23T11:24:08+00:00,486,Malaga,broad_discovery_flexible,23,60.0
int_0022831,2026-04-23T11:07:29+00:00,user_0221,user_0221_session_016,evt_01150,swipe,left,false,swipe,Music,Pop,Latin_Pop,Malaga,43.0,67.0,2026-06-20,malaga_alcazaba_hall,2026-04-23T11:36:29+00:00,2300,Valencia,broad_discovery_flexible,58,55.0
int_0018938,2026-04-23T11:09:47+00:00,user_0186,user_0186_session_006,evt_00037,swipe,right,true,swipe,Music,Electronic,House,Madrid,61.0,79.0,2026-05-14,madrid_river_stage,2026-04-23T11:37:47+00:00,8142,Malaga,electronic_night_explorer,21,70.0
int_0006735,2026-04-23T11:14:20+00:00,user_0063,user_0063_session_009,evt_00510,swipe,right,true,swipe,Music,Urban,Hip_Hop,Valencia,33.0,59.0,2026-06-22,valencia_ciutat_arena,2026-04-23T11:53:20+00:00,7783,Valencia,sports_travel_premium,60,46.0
int_0003986,2026-04-23T11:17:25+00:00,user_0035,user_0035_session_007,evt_00461,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Valencia,30.0,50.0,2026-05-15,valencia_mediterraneo_hall,2026-04-23T11:18:25+00:00,5344,Barcelona,music_local_budget,22,40.0
int_0024615,2026-04-23T11:17:44+00:00,user_0239,user_0239_session_018,evt_00093,swipe,left,false,chat,Sports,Basketball,EuroLeague,Madrid,52.0,84.0,2026-05-21,madrid_river_stage,2026-04-23T11:37:44+00:00,1696,Malaga,broad_discovery_flexible,28,68.0
int_0015581,2026-04-23T11:23:36+00:00,user_0159,user_0159_session_002,evt_00318,swipe,left,false,swipe,Sports,Basketball,EuroLeague,Barcelona,52.0,84.0,2026-06-19,barcelona_diagonal_arena,2026-04-23T11:45:36+00:00,2115,Bilbao,electronic_night_explorer,57,68.0
int_0005944,2026-04-23T11:25:23+00:00,user_0055,user_0055_session_012,evt_00710,swipe,right,true,swipe,Music,Electronic,House,Sevilla,60.0,94.0,2026-06-19,sevilla_alameda_club,2026-04-23T11:33:23+00:00,7792,Sevilla,sports_travel_premium,57,77.0
int_0010469,2026-04-23T11:30:01+00:00,user_0101,user_0101_session_011,evt_01343,swipe,left,false,chat,Family,Exhibition,Immersive,Malaga,26.0,46.0,2026-07-21,malaga_malaga_forum,2026-04-23T12:17:01+00:00,1625,Sevilla,arts_culture_local,89,36.0
int_0011307,2026-04-23T11:34:11+00:00,user_0110,user_0110_session_011,evt_00502,swipe,left,false,swipe,Music,Urban,Trap,Valencia,43.0,65.0,2026-06-18,valencia_ciutat_arena,2026-04-23T11:45:11+00:00,1633,Madrid,arts_culture_local,56,54.0
int_0018905,2026-04-23T11:34:48+00:00,user_0185,user_0185_session_016,evt_00311,swipe,left,false,swipe,Sports,Basketball,ACB,Barcelona,61.0,77.0,2026-07-22,barcelona_montjuic_hall,2026-04-23T12:06:48+00:00,2663,Valencia,electronic_night_explorer,90,69.0
int_0021914,2026-04-23T11:34:59+00:00,user_0212,user_0212_session_010,evt_00758,swipe,left,false,swipe,Sports,Basketball,ACB,Sevilla,82.0,94.0,2026-06-22,sevilla_alameda_club,2026-04-23T11:39:59+00:00,899,Barcelona,broad_discovery_flexible,60,88.0
int_0008221,2026-04-23T11:39:57+00:00,user_0078,user_0078_session_011,evt_00766,swipe,right,true,swipe,Sports,Basketball,EuroLeague,Sevilla,65.0,89.0,2026-06-20,sevilla_alameda_club,2026-04-23T11:51:57+00:00,5165,Sevilla,sports_travel_premium,58,77.0
int_0021116,2026-04-23T11:41:00+00:00,user_0205,user_0205_session_008,evt_00303,swipe,left,false,chat,Sports,Football,International_Friendly,Barcelona,79.0,109.0,2026-07-23,barcelona_montjuic_hall,2026-04-23T11:54:00+00:00,911,Barcelona,broad_discovery_flexible,91,94.0
int_0015102,2026-04-23T11:43:28+00:00,user_0153,user_0153_session_012,evt_00375,swipe,right,true,swipe,Arts_Theatre,Comedy,Stand_Up,Barcelona,15.0,29.0,2026-07-18,barcelona_montjuic_hall,2026-04-23T11:47:28+00:00,3367,Sevilla,family_weekend_local,86,22.0
int_0017298,2026-04-23T11:43:40+00:00,user_0172,user_0172_session_005,evt_00550,swipe,left,false,swipe,Sports,Tennis,ATP,Valencia,69.0,101.0,2026-06-19,valencia_ciutat_arena,2026-04-23T12:29:40+00:00,2347,Bilbao,electronic_night_explorer,57,85.0
int_0019661,2026-04-23T11:45:35+00:00,user_0191,user_0191_session_017,evt_00463,swipe,left,false,swipe,Music,Rock,Alternative_Rock,Valencia,28.0,56.0,2026-07-23,valencia_mediterraneo_hall,2026-04-23T12:43:35+00:00,2501,Sevilla,electronic_night_explorer,91,42.0
int_0017251,2026-04-23T12:01:42+00:00,user_0171,user_0171_session_020,evt_01311,swipe,left,false,swipe,Family,Kids,Storytelling,Malaga,23.0,53.0,2026-07-18,malaga_malaga_forum,2026-04-23T12:55:42+00:00,1285,Malaga,electronic_night_explorer,86,38.0
int_0010062,2026-04-23T12:04:47+00:00,user_0097,user_0097_session_013,evt_00893,swipe,left,false,chat,Family,Exhibition,Immersive,Sevilla,8.0,36.0,2026-05-20,sevilla_triana_hall,2026-04-23T12:10:47+00:00,1370,Malaga,arts_culture_local,27,22.0
int_0000648,2026-04-23T12:18:35+00:00,user_0006,user_0006_session_014,evt_00591,swipe,left,false,swipe,Arts_Theatre,Musical,Local_Musical,Valencia,47.0,81.0,2026-07-21,valencia_mediterraneo_hall,2026-04-23T13:14:35+00:00,2381,Barcelona,music_local_budget,89,64.0
int_0010131,2026-04-23T12:20:41+00:00,user_0098,user_0098_session_006,evt_00175,swipe,right,true,chat,Arts_Theatre,Classical,Chamber,Madrid,47.0,59.0,2026-07-24,madrid_river_stage,2026-04-23T12:59:41+00:00,9669,Valencia,arts_culture_local,92,53.0
int_0022101,2026-04-23T12:20:57+00:00,user_0214,user_0214_session_010,evt_00118,swipe,right,true,swipe,Arts_Theatre,Theatre,Drama,Madrid,13.0,47.0,2026-06-17,madrid_distrito_club,2026-04-23T13:01:57+00:00,8148,Madrid,broad_discovery_flexible,55,30.0
int_0012051,2026-04-23T12:23:34+00:00,user_0118,user_0118_session_012,evt_01261,swipe,left,false,swipe,Arts_Theatre,Musical,Local_Musical,Malaga,51.0,69.0,2026-05-15,malaga_malaga_forum,2026-04-23T13:02:34+00:00,1322,Malaga,family_weekend_local,22,60.0
int_0021336,2026-04-23T12:25:55+00:00,user_0207,user_0207_session_004,evt_01047,swipe,left,false,swipe,Arts_Theatre,Comedy,Stand_Up,Bilbao,15.0,33.0,2026-07-17,bilbao_abando_arena,2026-04-23T13:14:55+00:00,1326,Valencia,broad_discovery_flexible,85,24.0
int_0006347,2026-04-23T12:36:22+00:00,user_0059,user_0059_session_013,evt_01007,swipe,left,false,chat,Sports,Tennis,Exhibition,Bilbao,76.0,94.0,2026-07-23,bilbao_abando_arena,2026-04-23T13:30:22+00:00,873,Sevilla,sports_travel_premium,91,85.0
int_0003844,2026-04-23T12:36:48+00:00,user_0034,user_0034_session_003,evt_00214,swipe,left,false,swipe,Family,Exhibition,Science,Madrid,22.0,48.0,2026-06-21,madrid_distrito_club,2026-04-23T13:17:48+00:00,2147,Valencia,music_local_budget,59,35.0
int_0003338,2026-04-23T12:38:22+00:00,user_0029,user_0029_session_024,evt_01072,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Bilbao,42.0,58.0,2026-08-20,bilbao_arenal_stage,2026-04-23T13:20:22+00:00,2013,Barcelona,music_local_budget,119,50.0
int_0008218,2026-04-23T12:38:54+00:00,user_0078,user_0078_session_011,evt_01312,swipe,left,false,swipe,Family,Kids,Storytelling,Malaga,10.0,28.0,2026-08-20,malaga_alcazaba_hall,2026-04-23T13:26:54+00:00,449,Sevilla,sports_travel_premium,119,19.0
int_0005230,2026-04-23T12:39:48+00:00,user_0047,user_0047_session_013,evt_00414,swipe,left,false,swipe,Family,Kids,Storytelling,Barcelona,11.0,25.0,2026-06-18,barcelona_diagonal_arena,2026-04-23T13:39:48+00:00,819,Madrid,sports_travel_premium,56,18.0
int_0013012,2026-04-23T12:40:21+00:00,user_0129,user_0129_session_010,evt_00080,swipe,left,false,chat,Sports,Football,International_Friendly,Madrid,88.0,114.0,2026-08-21,madrid_distrito_club,2026-04-23T12:48:21+00:00,607,Barcelona,family_weekend_local,120,101.0
int_0017249,2026-04-23T12:40:53+00:00,user_0171,user_0171_session_020,evt_00647,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,12.0,48.0,2026-07-23,valencia_mediterraneo_hall,2026-04-23T12:48:53+00:00,732,Malaga,electronic_night_explorer,91,30.0
int_0011046,2026-04-23T12:42:18+00:00,user_0107,user_0107_session_013,evt_00280,swipe,right,true,swipe,Music,Urban,Trap,Barcelona,49.0,75.0,2026-08-20,barcelona_diagonal_arena,2026-04-23T13:07:18+00:00,3129,Sevilla,arts_culture_local,119,62.0
int_0002658,2026-04-23T12:43:13+00:00,user_0023,user_0023_session_021,evt_00646,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,31.0,53.0,2026-06-20,valencia_ciutat_arena,2026-04-23T13:36:13+00:00,1054,Sevilla,music_local_budget,58,42.0
int_0005434,2026-04-23T12:49:29+00:00,user_0049,user_0049_session_015,evt_00861,swipe,right,true,chat,Family,Kids,Storytelling,Sevilla,8.0,23.0,2026-05-14,sevilla_triana_hall,2026-04-23T13:44:29+00:00,7774,Sevilla,sports_travel_premium,21,15.5
int_0002823,2026-04-23T12:57:19+00:00,user_0025,user_0025_session_012,evt_00824,swipe,right,true,swipe,Arts_Theatre,Comedy,Stand_Up,Sevilla,9.0,45.0,2026-08-20,sevilla_alameda_club,2026-04-23T13:34:19+00:00,6361,Sevilla,music_local_budget,119,27.0
int_0015298,2026-04-23T12:58:54+00:00,user_0156,user_0156_session_003,evt_00854,swipe,right,true,swipe,Family,Kids,Interactive_Show,Sevilla,13.0,37.0,2026-06-17,sevilla_alameda_club,2026-04-23T13:37:54+00:00,3583,Bilbao,family_weekend_local,55,25.0
int_0020864,2026-04-23T13:05:28+00:00,user_0202,user_0202_session_013,evt_00280,swipe,right,true,swipe,Music,Urban,Trap,Barcelona,49.0,75.0,2026-08-20,barcelona_diagonal_arena,2026-04-23T13:25:28+00:00,6863,Malaga,broad_discovery_flexible,119,62.0
int_0007532,2026-04-23T13:12:05+00:00,user_0071,user_0071_session_006,evt_00829,swipe,left,false,swipe,Arts_Theatre,Comedy,Improvised,Sevilla,38.0,52.0,2026-05-15,sevilla_triana_hall,2026-04-23T13:18:05+00:00,2338,Malaga,sports_travel_premium,22,45.0
int_0018890,2026-04-23T13:13:01+00:00,user_0185,user_0185_session_013,evt_00854,swipe,right,true,swipe,Family,Kids,Interactive_Show,Sevilla,13.0,37.0,2026-06-17,sevilla_alameda_club,2026-04-23T13:41:01+00:00,7873,Valencia,electronic_night_explorer,55,25.0
int_0019678,2026-04-23T13:13:25+00:00,user_0191,user_0191_session_020,evt_00358,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Barcelona,51.0,65.0,2026-06-22,barcelona_diagonal_arena,2026-04-23T13:32:25+00:00,1476,Sevilla,electronic_night_explorer,60,58.0
int_0007422,2026-04-23T13:21:27+00:00,user_0070,user_0070_session_006,evt_00485,swipe,left,false,swipe,Music,Electronic,House,Valencia,62.0,78.0,2026-05-15,valencia_mediterraneo_hall,2026-04-23T13:24:27+00:00,1275,Valencia,sports_travel_premium,22,70.0
int_0021003,2026-04-23T13:23:24+00:00,user_0204,user_0204_session_005,evt_01014,swipe,right,true,swipe,Arts_Theatre,Theatre,Drama,Bilbao,19.0,51.0,2026-06-18,bilbao_arenal_stage,2026-04-23T14:19:24+00:00,8600,Madrid,broad_discovery_flexible,56,35.0
int_0013071,2026-04-23T13:24:55+00:00,user_0130,user_0130_session_003,evt_00150,swipe,right,true,swipe,Arts_Theatre,Comedy,Stand_Up,Madrid,30.0,62.0,2026-06-18,madrid_distrito_club,2026-04-23T14:03:55+00:00,8540,Madrid,family_weekend_local,56,46.0
int_0023195,2026-04-23T13:25:37+00:00,user_0225,user_0225_session_006,evt_00909,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Bilbao,44.0,56.0,2026-05-18,bilbao_abando_arena,2026-04-23T13:51:37+00:00,3258,Malaga,broad_discovery_flexible,25,50.0
int_0019325,2026-04-23T13:31:14+00:00,user_0189,user_0189_session_004,evt_00645,swipe,right,true,swipe,Family,Circus,Acrobatic,Valencia,30.0,46.0,2026-05-16,valencia_mediterraneo_hall,2026-04-23T14:00:14+00:00,3673,Madrid,electronic_night_explorer,23,38.0
int_0014407,2026-04-23T13:32:48+00:00,user_0145,user_0145_session_011,evt_01151,swipe,left,false,swipe,Music,Pop,Latin_Pop,Malaga,36.0,56.0,2026-07-22,malaga_malaga_forum,2026-04-23T13:40:48+00:00,1648,Malaga,family_weekend_local,90,46.0
int_0016803,2026-04-23T13:32:57+00:00,user_0168,user_0168_session_013,evt_00846,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Sevilla,30.0,44.0,2026-06-22,sevilla_alameda_club,2026-04-23T14:09:57+00:00,2883,Valencia,electronic_night_explorer,60,37.0
int_0014681,2026-04-23T13:34:13+00:00,user_0148,user_0148_session_017,evt_00399,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Barcelona,32.0,64.0,2026-07-17,barcelona_montjuic_hall,2026-04-23T14:21:13+00:00,1190,Bilbao,family_weekend_local,85,48.0
int_0002757,2026-04-23T13:36:37+00:00,user_0024,user_0024_session_018,evt_01141,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Malaga,37.0,71.0,2026-05-15,malaga_malaga_forum,2026-04-23T14:14:37+00:00,5677,Barcelona,music_local_budget,22,54.0
int_0001765,2026-04-23T13:40:51+00:00,user_0016,user_0016_session_011,evt_00045,swipe,right,true,swipe,Music,Electronic,Techno,Madrid,54.0,70.0,2026-05-17,madrid_river_stage,2026-04-23T14:16:51+00:00,9005,Valencia,music_local_budget,24,62.0
int_0001771,2026-04-23T13:47:51+00:00,user_0016,user_0016_session_012,evt_00310,swipe,left,false,swipe,Sports,Basketball,ACB,Barcelona,66.0,102.0,2026-06-22,barcelona_diagonal_arena,2026-04-23T14:35:51+00:00,968,Valencia,music_local_budget,60,84.0
int_0022898,2026-04-23T13:48:18+00:00,user_0222,user_0222_session_009,evt_00373,swipe,left,false,swipe,Arts_Theatre,Comedy,Stand_Up,Barcelona,16.0,32.0,2026-05-17,barcelona_montjuic_hall,2026-04-23T14:46:18+00:00,2361,Sevilla,broad_discovery_flexible,24,24.0
int_0022499,2026-04-23T13:50:51+00:00,user_0218,user_0218_session_014,evt_00741,swipe,right,true,chat,Sports,Football,La_Liga,Sevilla,88.0,110.0,2026-05-19,sevilla_triana_hall,2026-04-23T14:50:51+00:00,4385,Valencia,broad_discovery_flexible,26,99.0
int_0009302,2026-04-23T14:00:09+00:00,user_0089,user_0089_session_011,evt_00365,swipe,right,true,swipe,Arts_Theatre,Musical,Local_Musical,Barcelona,45.0,57.0,2026-05-16,barcelona_montjuic_hall,2026-04-23T14:32:09+00:00,8375,Sevilla,arts_culture_local,23,51.0
int_0018845,2026-04-23T14:01:03+00:00,user_0185,user_0185_session_006,evt_00038,swipe,right,true,swipe,Music,Electronic,House,Madrid,65.0,77.0,2026-06-19,madrid_distrito_club,2026-04-23T14:05:03+00:00,8612,Valencia,electronic_night_explorer,57,71.0
int_0008077,2026-04-23T14:12:04+00:00,user_0077,user_0077_session_006,evt_00510,swipe,right,true,swipe,Music,Urban,Hip_Hop,Valencia,33.0,59.0,2026-06-22,valencia_ciutat_arena,2026-04-23T14:48:04+00:00,4480,Bilbao,sports_travel_premium,60,46.0
int_0023233,2026-04-23T14:14:57+00:00,user_0225,user_0225_session_013,evt_00495,swipe,left,false,swipe,Music,Electronic,Techno,Valencia,69.0,81.0,2026-07-19,valencia_mediterraneo_hall,2026-04-23T14:58:57+00:00,2820,Malaga,broad_discovery_flexible,87,75.0
int_0017677,2026-04-23T14:16:05+00:00,user_0175,user_0175_session_012,evt_00550,swipe,left,false,swipe,Sports,Tennis,ATP,Valencia,69.0,101.0,2026-06-19,valencia_ciutat_arena,2026-04-23T15:14:05+00:00,741,Malaga,electronic_night_explorer,57,85.0
int_0018527,2026-04-23T14:17:02+00:00,user_0182,user_0182_session_012,evt_00558,swipe,left,false,swipe,Sports,Tennis,Exhibition,Valencia,64.0,92.0,2026-06-23,valencia_ciutat_arena,2026-04-23T15:10:02+00:00,612,Sevilla,electronic_night_explorer,61,78.0
int_0024360,2026-04-23T14:22:28+00:00,user_0237,user_0237_session_010,evt_00966,swipe,left,false,swipe,Sports,Football,La_Liga,Bilbao,72.0,102.0,2026-06-22,bilbao_arenal_stage,2026-04-23T14:56:28+00:00,1251,Valencia,broad_discovery_flexible,60,87.0
int_0002177,2026-04-23T14:24:06+00:00,user_0020,user_0020_session_003,evt_00359,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Barcelona,42.0,74.0,2026-07-25,barcelona_montjuic_hall,2026-04-23T15:22:06+00:00,1652,Barcelona,music_local_budget,93,58.0
int_0018042,2026-04-23T14:25:54+00:00,user_0178,user_0178_session_014,evt_00110,swipe,left,false,swipe,Sports,Tennis,Exhibition,Madrid,77.0,99.0,2026-06-15,madrid_distrito_club,2026-04-23T14:42:54+00:00,2746,Barcelona,electronic_night_explorer,53,88.0
int_0017403,2026-04-23T14:26:24+00:00,user_0173,user_0173_session_006,evt_01253,swipe,left,false,chat,Arts_Theatre,Musical,Broadway,Malaga,37.0,69.0,2026-05-22,malaga_malaga_forum,2026-04-23T14:37:24+00:00,2153,Madrid,electronic_night_explorer,29,53.0
int_0005191,2026-04-23T14:26:43+00:00,user_0047,user_0047_session_007,evt_00871,swipe,right,true,swipe,Family,Circus,Acrobatic,Sevilla,27.0,43.0,2026-07-25,sevilla_triana_hall,2026-04-23T14:59:43+00:00,7603,Madrid,sports_travel_premium,93,35.0
int_0000919,2026-04-23T14:28:30+00:00,user_0009,user_0009_session_006,evt_00206,swipe,left,false,swipe,Family,Circus,Family_Circus,Madrid,26.0,48.0,2026-06-22,madrid_distrito_club,2026-04-23T15:14:30+00:00,410,Malaga,music_local_budget,60,37.0
int_0004513,2026-04-23T14:30:29+00:00,user_0040,user_0040_session_004,evt_00599,swipe,right,true,chat,Arts_Theatre,Comedy,Stand_Up,Valencia,23.0,57.0,2026-07-25,valencia_mediterraneo_hall,2026-04-23T15:16:29+00:00,3157,Madrid,music_local_budget,93,40.0
int_0004975,2026-04-23T14:31:50+00:00,user_0045,user_0045_session_003,evt_00295,swipe,left,false,chat,Sports,Football,La_Liga,Barcelona,90.0,108.0,2026-07-18,barcelona_montjuic_hall,2026-04-23T15:27:50+00:00,1381,Malaga,sports_travel_premium,86,99.0
int_0023682,2026-04-23T14:32:28+00:00,user_0231,user_0231_session_002,evt_01296,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Malaga,42.0,68.0,2026-08-20,malaga_alcazaba_hall,2026-04-23T15:21:28+00:00,1733,Sevilla,broad_discovery_flexible,119,55.0
int_0008688,2026-04-23T14:43:57+00:00,user_0083,user_0083_session_006,evt_00807,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Sevilla,51.0,79.0,2026-07-21,sevilla_triana_hall,2026-04-23T14:55:57+00:00,2757,Valencia,arts_culture_local,89,65.0
int_0021718,2026-04-23T14:51:25+00:00,user_0210,user_0210_session_011,evt_00663,swipe,right,true,chat,Family,Exhibition,Science,Valencia,15.0,49.0,2026-07-18,valencia_mediterraneo_hall,2026-04-23T15:41:25+00:00,2915,Sevilla,broad_discovery_flexible,86,32.0
