interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp
int_0009309,2026-04-25T10:48:57,user_171,sess_00950,event_01408,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,50.97,119.01,2026-05-06,venue_madrid_065,2026-04-25T10:50:29
int_0009310,2026-04-25T03:20:32,user_171,sess_00953,event_00735,swipe,left,False,planner,Music,Electronic,EDM,Barcelona,26.16,65.47,2026-05-21,venue_barcelona_018,2026-04-25T03:23:13
int_0009311,2026-04-25T03:14:04,user_171,sess_00950,event_00039,swipe,right,True,discover,Music,Pop,Mainstream Pop,Barcelona,40.21,122.41,2026-08-10,venue_barcelona_027,2026-04-25T03:14:34
int_0009312,2026-04-25T09:22:45,user_171,sess_00949,event_01355,swipe,right,True,discover,Arts & Theatre,Theatre,Drama,Barcelona,42.33,64.51,2026-07-23,venue_barcelona_026,2026-04-25T09:22:58
int_0009313,2026-04-25T04:57:48,user_171,sess_00953,event_01009,swipe,right,True,map,Arts & Theatre,Theatre,Musical,Barcelona,32.59,115.22,2026-07-17,venue_barcelona_009,2026-04-25T05:01:27
int_0009314,2026-04-25T05:32:44,user_171,sess_00952,event_01169,swipe,left,False,discover,Arts & Theatre,Exhibition,Modern Art,Barcelona,22.38,86.72,2026-05-28,venue_barcelona_025,2026-04-25T05:34:29
int_0009315,2026-04-25T09:07:37,user_171,sess_00948,event_01410,swipe,left,False,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,34.14,113.86,2026-06-23,venue_barcelona_021,2026-04-25T09:10:28
int_0009316,2026-04-25T09:12:50,user_171,sess_00949,event_01283,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Barcelona,30.89,118.63,2026-06-23,venue_barcelona_030,2026-04-25T09:16:37
int_0009317,2026-04-25T10:24:41,user_171,sess_00953,event_01237,swipe,right,True,map,Music,Jazz,Big Band,Madrid,20.79,37.5,2026-05-25,venue_madrid_021,2026-04-25T10:27:22
int_0009318,2026-04-25T00:05:23,user_171,sess_00954,event_01413,swipe,right,True,planner,Music,Electronic,Techno,Barcelona,16.94,80.44,2026-07-30,venue_barcelona_001,2026-04-25T00:05:58
int_0009319,2026-04-25T04:48:49,user_171,sess_00953,event_00603,swipe,right,True,planner,Music,Pop,Mainstream Pop,Malaga,23.68,94.75,2026-08-15,venue_malaga_021,2026-04-25T04:52:41
int_0009320,2026-04-25T01:16:38,user_171,sess_00949,event_01251,swipe,right,True,discover,Sports,Football,Friendly,Barcelona,20.5,31.42,2026-07-27,venue_barcelona_035,2026-04-25T01:18:41
int_0009321,2026-04-25T08:23:05,user_171,sess_00952,event_00073,swipe,right,True,discover,Music,Electronic,House,Barcelona,74.82,118.56,2026-05-19,venue_barcelona_036,2026-04-25T08:23:59
int_0009322,2026-04-25T09:41:45,user_171,sess_00950,event_00147,swipe,left,False,planner,Sports,Football,Friendly,Barcelona,40.6,61.9,2026-07-11,venue_barcelona_017,2026-04-25T09:45:13
int_0009323,2026-04-25T03:05:14,user_171,sess_00952,event_00655,swipe,right,True,discover,Family,Theme Park,Water Park,Barcelona,28.35,97.17,2026-05-27,venue_barcelona_012,2026-04-25T03:08:34
int_0009324,2026-04-25T00:03:05,user_171,sess_00949,event_00663,swipe,left,False,map,Arts & Theatre,Classical,Chamber,Barcelona,56.06,92.36,2026-07-08,venue_barcelona_027,2026-04-25T00:04:37
int_0009325,2026-04-25T08:02:36,user_171,sess_00949,event_00590,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Bilbao,13.57,102.42,2026-05-19,venue_bilbao_017,2026-04-25T08:06:04
int_0009326,2026-04-25T09:53:10,user_171,sess_00948,event_00988,swipe,left,False,map,Sports,Basketball,Liga ACB,Barcelona,57.94,78.07,2026-07-24,venue_barcelona_004,2026-04-25T09:54:36
int_0009327,2026-04-25T07:49:04,user_171,sess_00949,event_00608,swipe,left,False,discover,Music,Rock,Classic Rock,Valencia,20.26,37.19,2026-08-21,venue_valencia_043,2026-04-25T07:52:03
int_0009328,2026-04-25T07:55:18,user_171,sess_00953,event_01331,swipe,right,True,discover,Arts & Theatre,Theatre,Drama,Barcelona,57.41,78.7,2026-05-12,venue_barcelona_049,2026-04-25T07:56:11
int_0009329,2026-04-25T00:18:44,user_171,sess_00949,event_01355,swipe,right,True,discover,Arts & Theatre,Theatre,Drama,Barcelona,42.33,64.51,2026-07-23,venue_barcelona_026,2026-04-25T00:20:13
int_0009330,2026-04-25T04:45:15,user_171,sess_00949,event_00705,swipe,left,False,planner,Family,Magic,Stage Magic,Barcelona,43.8,112.17,2026-04-27,venue_barcelona_036,2026-04-25T04:49:11
int_0009331,2026-04-25T06:19:35,user_171,sess_00953,event_00792,swipe,left,False,planner,Music,Jazz,Big Band,Barcelona,62.06,81.94,2026-08-16,venue_barcelona_036,2026-04-25T06:21:52
int_0009332,2026-04-25T08:15:32,user_171,sess_00949,event_00132,swipe,right,True,planner,Music,Jazz,Big Band,Bilbao,65.67,93.62,2026-06-20,venue_bilbao_012,2026-04-25T08:16:52
int_0009333,2026-04-25T06:50:36,user_171,sess_00952,event_01347,swipe,right,True,discover,Sports,Running,Marathon,Barcelona,40.45,124.97,2026-06-13,venue_barcelona_025,2026-04-25T06:53:26
int_0009334,2026-04-25T07:29:24,user_171,sess_00948,event_00065,swipe,left,False,planner,Arts & Theatre,Classical,Chamber,Barcelona,47.31,90.47,2026-08-14,venue_barcelona_039,2026-04-25T07:30:14
int_0009335,2026-04-25T01:33:27,user_171,sess_00952,event_01004,swipe,left,False,map,Music,Jazz,Smooth Jazz,Barcelona,38.09,95.88,2026-07-28,venue_barcelona_013,2026-04-25T01:36:44
int_0009336,2026-04-25T11:28:05,user_171,sess_00951,event_01256,swipe,left,False,discover,Arts & Theatre,Theatre,Drama,Malaga,15.4,59.36,2026-05-05,venue_malaga_008,2026-04-25T11:29:37
int_0009337,2026-04-25T01:18:04,user_171,sess_00953,event_01014,swipe,right,True,planner,Music,Pop,Latin Pop,Barcelona,32.0,101.26,2026-07-11,venue_barcelona_019,2026-04-25T01:18:27
int_0009338,2026-04-25T08:20:01,user_171,sess_00953,event_00805,swipe,left,False,discover,Sports,Motor,Rally,Barcelona,74.76,149.46,2026-05-20,venue_barcelona_027,2026-04-25T08:23:03
int_0009339,2026-04-25T07:23:38,user_171,sess_00949,event_00839,swipe,left,False,planner,Family,Circus,Acrobatics,Barcelona,17.69,93.7,2026-05-21,venue_barcelona_032,2026-04-25T07:24:18
int_0009340,2026-04-25T09:39:47,user_171,sess_00949,event_00125,swipe,right,True,planner,Music,Jazz,Smooth Jazz,Barcelona,37.2,104.37,2026-05-16,venue_barcelona_044,2026-04-25T09:43:35
int_0009341,2026-04-25T11:20:36,user_171,sess_00954,event_01188,swipe,right,True,map,Sports,Motor,Rally,Barcelona,61.85,88.37,2026-08-02,venue_barcelona_042,2026-04-25T11:22:52
int_0009342,2026-04-25T11:23:23,user_171,sess_00953,event_00597,swipe,right,True,planner,Music,Rock,Classic Rock,Barcelona,41.37,121.89,2026-06-02,venue_barcelona_025,2026-04-25T11:24:11
int_0009343,2026-04-25T05:19:15,user_171,sess_00953,event_00104,swipe,left,False,discover,Music,Rock,Indie Rock,Barcelona,29.09,81.17,2026-05-08,venue_barcelona_015,2026-04-25T05:19:51
int_0009344,2026-04-25T10:52:32,user_171,sess_00953,event_00935,swipe,right,True,discover,Music,Urban,Reggaeton,Barcelona,31.38,41.41,2026-06-05,venue_barcelona_064,2026-04-25T10:54:53
int_0009345,2026-04-25T07:23:16,user_171,sess_00951,event_00296,swipe,right,True,discover,Music,Pop,Mainstream Pop,Barcelona,73.74,105.74,2026-06-06,venue_barcelona_022,2026-04-25T07:23:45
int_0009346,2026-04-25T10:10:31,user_171,sess_00952,event_00756,swipe,left,False,planner,Arts & Theatre,Dance,Contemporary,Barcelona,57.74,123.53,2026-06-28,venue_barcelona_018,2026-04-25T10:11:12
int_0009347,2026-04-25T05:02:15,user_171,sess_00950,event_00717,swipe,right,True,discover,Music,Electronic,House,Zaragoza,31.56,96.72,2026-05-17,venue_zaragoza_014,2026-04-25T05:03:20
int_0009348,2026-04-25T01:46:49,user_171,sess_00951,event_00815,swipe,left,False,map,Music,Urban,Trap,Madrid,17.15,46.49,2026-05-19,venue_madrid_030,2026-04-25T01:49:50
int_0009349,2026-04-25T08:31:41,user_171,sess_00948,event_00002,swipe,left,False,planner,Music,Urban,Reggaeton,Barcelona,54.21,115.2,2026-07-21,venue_barcelona_007,2026-04-25T08:34:05
int_0009350,2026-04-25T07:14:28,user_171,sess_00948,event_01425,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Barcelona,68.82,104.89,2026-07-20,venue_barcelona_002,2026-04-25T07:15:34
int_0009351,2026-04-25T01:01:32,user_171,sess_00951,event_00143,swipe,right,True,discover,Family,Magic,Family Magic,Madrid,58.06,123.34,2026-06-04,venue_madrid_045,2026-04-25T01:02:27
int_0009352,2026-04-25T10:41:56,user_171,sess_00948,event_00250,swipe,left,False,discover,Arts & Theatre,Exhibition,Immersive,Barcelona,36.68,46.05,2026-07-05,venue_barcelona_069,2026-04-25T10:44:32
int_0009353,2026-04-25T01:21:48,user_171,sess_00953,event_00287,swipe,right,True,map,Music,Electronic,EDM,Barcelona,38.02,61.25,2026-07-08,venue_barcelona_018,2026-04-25T01:25:02
int_0009354,2026-04-25T08:01:31,user_171,sess_00951,event_00757,swipe,right,True,planner,Sports,Football,LaLiga,Barcelona,45.42,113.79,2026-06-01,venue_barcelona_050,2026-04-25T08:04:44
int_0009355,2026-04-25T02:57:54,user_171,sess_00953,event_00772,swipe,right,True,planner,Music,Pop,Synth Pop,Barcelona,29.08,62.67,2026-05-27,venue_barcelona_032,2026-04-25T03:01:31
int_0009356,2026-04-25T02:13:19,user_171,sess_00949,event_00922,swipe,right,True,discover,Music,Pop,Mainstream Pop,Barcelona,74.39,112.14,2026-08-09,venue_barcelona_024,2026-04-25T02:15:56
int_0009357,2026-04-25T09:53:55,user_171,sess_00953,event_01330,swipe,left,False,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,54.53,104.71,2026-06-24,venue_barcelona_042,2026-04-25T09:54:49
int_0009358,2026-04-25T03:52:57,user_171,sess_00953,event_00352,swipe,right,True,planner,Music,Jazz,Big Band,Madrid,22.83,89.62,2026-08-07,venue_madrid_026,2026-04-25T03:55:42
int_0009359,2026-04-25T08:25:58,user_171,sess_00953,event_00670,swipe,left,False,planner,Sports,Basketball,Friendly,Barcelona,55.16,67.82,2026-04-29,venue_barcelona_005,2026-04-25T08:26:59
int_0009360,2026-02-08T06:51:36,user_172,sess_00955,event_00303,swipe,right,True,discover,Music,Urban,Trap,Madrid,15.04,101.6,2026-06-23,venue_madrid_057,2026-02-08T06:55:11
int_0009361,2026-02-09T12:02:54,user_172,sess_00955,event_00947,swipe,left,False,planner,Arts & Theatre,Exhibition,Photography,Madrid,24.35,56.22,2026-06-01,venue_madrid_050,2026-02-09T12:03:07
int_0009362,2026-02-10T04:14:59,user_172,sess_00961,event_00698,swipe,left,False,planner,Music,Jazz,Big Band,Madrid,24.48,34.86,2026-05-18,venue_madrid_069,2026-02-10T04:15:11
int_0009363,2026-02-11T00:43:12,user_172,sess_00960,event_01475,swipe,left,False,planner,Arts & Theatre,Classical,Symphonic,Madrid,37.19,50.63,2026-05-07,venue_madrid_029,2026-02-11T00:46:28
int_0009364,2026-02-11T11:56:56,user_172,sess_00959,event_00915,swipe,left,False,planner,Music,Jazz,Fusion,Madrid,45.53,82.67,2026-07-16,venue_madrid_017,2026-02-11T11:57:33
int_0009365,2026-02-11T23:59:33,user_172,sess_00957,event_00478,swipe,right,True,planner,Sports,Motor,Rally,Madrid,31.8,81.99,2026-05-17,venue_madrid_057,2026-02-12T00:00:23
int_0009366,2026-02-13T05:24:55,user_172,sess_00959,event_01246,swipe,right,True,planner,Music,Rock,Alternative Rock,Madrid,16.35,91.7,2026-06-07,venue_madrid_070,2026-02-13T05:27:28
int_0009367,2026-02-13T12:05:49,user_172,sess_00960,event_00995,swipe,left,False,planner,Music,Rock,Alternative Rock,Valencia,18.54,41.52,2026-05-21,venue_valencia_024,2026-02-13T12:06:38
int_0009368,2026-02-14T15:51:39,user_172,sess_00955,event_00256,swipe,right,True,planner,Family,Circus,Acrobatics,Madrid,32.58,94.54,2026-08-19,venue_madrid_036,2026-02-14T15:54:06
int_0009369,2026-02-15T21:13:19,user_172,sess_00955,event_00537,swipe,left,False,discover,Sports,Running,10K,Madrid,76.34,107.47,2026-05-19,venue_madrid_003,2026-02-15T21:16:24
int_0009370,2026-02-17T06:56:29,user_172,sess_00955,event_00759,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Madrid,38.28,100.28,2026-06-15,venue_madrid_014,2026-02-17T06:58:34
int_0009371,2026-02-17T16:31:17,user_172,sess_00961,event_00476,swipe,left,False,discover,Arts & Theatre,Dance,Ballet,Madrid,51.22,89.17,2026-06-13,venue_madrid_023,2026-02-17T16:31:31
int_0009372,2026-02-18T10:23:45,user_172,sess_00960,event_01008,swipe,right,True,planner,Arts & Theatre,Classical,Chamber,Madrid,20.15,71.98,2026-07-20,venue_madrid_016,2026-02-18T10:24:59
int_0009373,2026-02-19T19:04:02,user_172,sess_00961,event_00891,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,A Coruna,67.31,97.72,2026-08-23,venue_a_coruna_008,2026-02-19T19:05:45
int_0009374,2026-02-20T15:35:18,user_172,sess_00957,event_01324,swipe,left,False,discover,Sports,Motor,Moto,Barcelona,34.71,66.03,2026-07-06,venue_barcelona_053,2026-02-20T15:37:48
int_0009375,2026-02-21T12:17:14,user_172,sess_00960,event_00431,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Madrid,67.81,108.03,2026-05-11,venue_madrid_025,2026-02-21T12:17:59
int_0009376,2026-02-22T04:52:49,user_172,sess_00955,event_00007,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Madrid,56.14,69.14,2026-07-09,venue_madrid_008,2026-02-22T04:56:08
int_0009377,2026-02-23T15:40:46,user_172,sess_00960,event_00601,swipe,right,True,discover,Music,Urban,Trap,Madrid,21.85,66.7,2026-05-07,venue_madrid_016,2026-02-23T15:42:18
int_0009378,2026-02-24T09:16:40,user_172,sess_00959,event_01342,swipe,left,False,planner,Family,Kids,Educational,Madrid,0.01,14.39,2026-08-15,venue_madrid_061,2026-02-24T09:16:53
int_0009379,2026-02-24T16:58:05,user_172,sess_00955,event_00804,swipe,left,False,planner,Sports,Running,10K,Madrid,25.04,91.96,2026-07-07,venue_madrid_022,2026-02-24T17:01:10
int_0009380,2026-02-24T22:23:48,user_172,sess_00959,event_01434,swipe,right,True,planner,Sports,Motor,Formula,Sevilla,66.35,124.73,2026-07-10,venue_sevilla_025,2026-02-24T22:27:42
int_0009381,2026-02-26T04:10:56,user_172,sess_00961,event_00045,swipe,left,False,planner,Arts & Theatre,Exhibition,Photography,Sevilla,51.01,123.07,2026-05-24,venue_sevilla_045,2026-02-26T04:14:15
int_0009382,2026-02-27T02:32:01,user_172,sess_00960,event_00091,swipe,right,True,map,Sports,Basketball,Liga ACB,Madrid,58.99,107.8,2026-07-14,venue_madrid_049,2026-02-27T02:33:38
int_0009383,2026-02-27T14:09:08,user_172,sess_00961,event_00495,swipe,right,True,discover,Music,Electronic,Techno,Madrid,48.03,113.19,2026-08-06,venue_madrid_044,2026-02-27T14:12:20
int_0009384,2026-02-28T12:24:48,user_172,sess_00959,event_00712,swipe,left,False,discover,Music,Pop,Latin Pop,Madrid,17.45,55.5,2026-07-14,venue_madrid_060,2026-02-28T12:27:26
int_0009385,2026-03-01T14:54:33,user_172,sess_00956,event_01021,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Madrid,55.56,110.77,2026-06-11,venue_madrid_002,2026-03-01T14:57:57
int_0009386,2026-03-02T23:46:26,user_172,sess_00958,event_00691,swipe,left,False,discover,Arts & Theatre,Classical,Opera,Madrid,18.0,95.48,2026-05-13,venue_madrid_006,2026-03-02T23:47:47
int_0009387,2026-03-03T16:00:55,user_172,sess_00957,event_00299,swipe,right,True,planner,Sports,Motor,Moto,Madrid,62.99,127.96,2026-06-30,venue_madrid_052,2026-03-03T16:03:02
int_0009388,2026-03-04T09:01:42,user_172,sess_00955,event_00995,swipe,left,False,discover,Music,Rock,Alternative Rock,Valencia,18.54,41.52,2026-05-21,venue_valencia_024,2026-03-04T09:03:09
int_0009389,2026-03-05T17:27:23,user_172,sess_00957,event_00510,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,43.94,102.83,2026-08-12,venue_madrid_006,2026-03-05T17:30:27
int_0009390,2026-03-06T06:47:18,user_172,sess_00961,event_01297,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,30.57,88.28,2026-08-21,venue_madrid_037,2026-03-06T06:48:18
int_0009391,2026-03-06T22:26:23,user_172,sess_00961,event_00175,swipe,right,True,planner,Music,Urban,Trap,Bilbao,18.9,71.36,2026-07-25,venue_bilbao_045,2026-03-06T22:29:05
int_0009392,2026-03-07T16:10:46,user_172,sess_00961,event_01465,swipe,left,False,planner,Arts & Theatre,Theatre,Drama,Barcelona,21.77,46.96,2026-05-11,venue_barcelona_067,2026-03-07T16:13:01
int_0009393,2026-03-08T22:05:48,user_172,sess_00959,event_00351,swipe,left,False,discover,Sports,Basketball,EuroLeague,Valencia,23.42,50.5,2026-04-30,venue_valencia_063,2026-03-08T22:09:16
int_0009394,2026-03-09T23:43:52,user_172,sess_00960,event_00537,swipe,left,False,planner,Sports,Running,10K,Madrid,76.34,107.47,2026-05-19,venue_madrid_003,2026-03-09T23:47:08
int_0009395,2026-03-11T05:56:50,user_172,sess_00960,event_01450,swipe,right,True,planner,Music,Electronic,EDM,Madrid,47.8,109.98,2026-07-08,venue_madrid_042,2026-03-11T05:57:59
int_0009396,2026-03-11T21:32:21,user_172,sess_00961,event_01314,swipe,left,False,planner,Music,Urban,Reggaeton,Madrid,61.77,78.82,2026-05-22,venue_madrid_069,2026-03-11T21:34:34
int_0009397,2026-03-12T16:35:00,user_172,sess_00956,event_00507,swipe,right,True,planner,Arts & Theatre,Classical,Opera,Madrid,67.88,114.96,2026-07-05,venue_madrid_010,2026-03-12T16:36:52
int_0009398,2026-03-13T14:03:13,user_172,sess_00961,event_00279,swipe,right,True,planner,Music,Electronic,House,Barcelona,43.98,91.03,2026-07-01,venue_barcelona_027,2026-03-13T14:06:40
int_0009399,2026-03-13T20:33:58,user_172,sess_00956,event_00712,swipe,right,True,planner,Music,Pop,Latin Pop,Madrid,17.45,55.5,2026-07-14,venue_madrid_060,2026-03-13T20:34:21
int_0009400,2026-03-15T04:25:15,user_172,sess_00955,event_00683,swipe,left,False,discover,Music,Electronic,Techno,Sevilla,18.78,71.11,2026-06-14,venue_sevilla_063,2026-03-15T04:28:10
int_0009401,2026-03-16T15:09:44,user_172,sess_00961,event_01475,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Madrid,37.19,50.63,2026-05-07,venue_madrid_029,2026-03-16T15:13:01
int_0009402,2026-03-17T08:46:14,user_172,sess_00959,event_00640,swipe,left,False,discover,Sports,Basketball,EuroLeague,Barcelona,59.64,102.99,2026-08-08,venue_barcelona_027,2026-03-17T08:48:40
int_0009403,2026-03-18T16:02:25,user_172,sess_00960,event_01272,swipe,right,True,map,Sports,Basketball,EuroLeague,Madrid,54.62,88.37,2026-08-18,venue_madrid_036,2026-03-18T16:03:52
int_0009404,2026-03-19T15:37:22,user_172,sess_00961,event_01366,swipe,right,True,discover,Family,Theme Park,Season Pass,Madrid,25.28,60.73,2026-05-16,venue_madrid_002,2026-03-19T15:41:13
int_0009405,2026-03-20T15:16:10,user_172,sess_00960,event_00523,swipe,left,False,discover,Sports,Motor,Formula,Madrid,37.01,68.9,2026-06-05,venue_madrid_030,2026-03-20T15:18:05
int_0009406,2026-03-21T05:58:39,user_172,sess_00961,event_00265,swipe,right,True,discover,Sports,Running,Half Marathon,Madrid,23.08,104.97,2026-08-03,venue_madrid_050,2026-03-21T06:00:19
int_0009407,2026-03-21T13:51:49,user_172,sess_00961,event_01142,swipe,left,False,discover,Music,Jazz,Fusion,Madrid,68.79,153.36,2026-05-15,venue_madrid_002,2026-03-21T13:55:01
int_0009408,2026-03-21T20:39:28,user_172,sess_00955,event_01344,swipe,left,False,planner,Music,Urban,Reggaeton,Bilbao,65.32,99.31,2026-06-04,venue_bilbao_046,2026-03-21T20:42:46
int_0009409,2026-03-23T07:26:06,user_172,sess_00958,event_01373,swipe,left,False,discover,Music,Pop,Latin Pop,Madrid,58.45,79.09,2026-05-07,venue_madrid_056,2026-03-23T07:27:44
int_0009410,2026-03-23T17:09:44,user_172,sess_00956,event_01008,swipe,left,False,planner,Arts & Theatre,Classical,Chamber,Madrid,20.15,71.98,2026-07-20,venue_madrid_016,2026-03-23T17:10:39
int_0009411,2026-03-24T06:37:31,user_172,sess_00956,event_01237,swipe,right,True,planner,Music,Jazz,Big Band,Madrid,20.79,37.5,2026-05-25,venue_madrid_021,2026-03-24T06:39:30
int_0009412,2026-03-24T20:58:48,user_172,sess_00958,event_01365,swipe,right,True,discover,Music,Electronic,House,Madrid,48.83,110.81,2026-06-12,venue_madrid_042,2026-03-24T20:59:44
int_0009413,2026-03-25T15:31:25,user_172,sess_00958,event_00732,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,41.55,62.98,2026-08-06,venue_madrid_054,2026-03-25T15:33:21
int_0009414,2026-03-26T00:03:03,user_172,sess_00957,event_00806,swipe,left,False,planner,Music,Urban,Reggaeton,Madrid,31.98,95.51,2026-08-09,venue_madrid_028,2026-03-26T00:05:18
int_0009415,2026-03-26T21:52:35,user_172,sess_00955,event_01380,swipe,right,True,discover,Sports,Running,Half Marathon,Madrid,24.39,98.5,2026-08-10,venue_madrid_067,2026-03-26T21:56:28
int_0009416,2026-03-27T13:43:54,user_172,sess_00957,event_00244,swipe,left,False,planner,Arts & Theatre,Dance,Contemporary,Barcelona,63.85,132.63,2026-07-07,venue_barcelona_006,2026-03-27T13:44:14
int_0009417,2026-03-27T19:38:17,user_172,sess_00956,event_01276,swipe,right,True,planner,Arts & Theatre,Theatre,Musical,Madrid,38.63,88.53,2026-06-29,venue_madrid_010,2026-03-27T19:40:31
int_0009418,2026-02-05T14:55:45,user_173,sess_00964,event_01189,swipe,right,True,planner,Music,Pop,Mainstream Pop,Madrid,53.83,132.01,2026-07-19,venue_madrid_032,2026-02-05T14:59:04
int_0009419,2026-02-06T20:39:38,user_173,sess_00964,event_00738,swipe,right,True,map,Music,Electronic,Techno,Madrid,50.93,88.59,2026-05-04,venue_madrid_064,2026-02-06T20:41:58
int_0009420,2026-02-07T01:37:33,user_173,sess_00962,event_01188,swipe,left,False,discover,Sports,Motor,Rally,Barcelona,61.85,88.37,2026-08-02,venue_barcelona_042,2026-02-07T01:37:53
int_0009421,2026-02-07T15:31:50,user_173,sess_00966,event_00350,swipe,right,True,discover,Music,Jazz,Big Band,Bilbao,57.03,142.73,2026-07-25,venue_bilbao_004,2026-02-07T15:34:34
int_0009422,2026-02-08T08:27:12,user_173,sess_00962,event_00317,swipe,left,False,planner,Sports,Basketball,EuroLeague,Madrid,30.19,104.45,2026-08-21,venue_madrid_066,2026-02-08T08:27:15
int_0009423,2026-02-09T05:41:33,user_173,sess_00965,event_01316,swipe,left,False,planner,Music,Pop,Mainstream Pop,Madrid,36.73,61.0,2026-05-22,venue_madrid_067,2026-02-09T05:43:51
int_0009424,2026-02-10T02:35:28,user_173,sess_00964,event_01356,swipe,right,True,discover,Arts & Theatre,Theatre,Comedy,Madrid,39.98,116.54,2026-06-08,venue_madrid_016,2026-02-10T02:35:34
int_0009425,2026-02-10T14:58:36,user_173,sess_00963,event_00864,swipe,right,True,planner,Music,Jazz,Big Band,Madrid,49.35,57.78,2026-06-03,venue_madrid_058,2026-02-10T15:00:44
int_0009426,2026-02-11T07:55:16,user_173,sess_00962,event_00799,swipe,right,True,planner,Arts & Theatre,Classical,Chamber,Barcelona,24.0,57.05,2026-06-16,venue_barcelona_001,2026-02-11T07:57:54
int_0009427,2026-02-11T19:45:15,user_173,sess_00967,event_00336,swipe,right,True,planner,Music,Pop,Synth Pop,Madrid,63.46,96.41,2026-05-16,venue_madrid_012,2026-02-11T19:45:46
int_0009428,2026-02-13T01:17:31,user_173,sess_00967,event_01439,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,60.99,107.68,2026-06-05,venue_madrid_040,2026-02-13T01:21:00
int_0009429,2026-02-13T12:09:05,user_173,sess_00965,event_00936,swipe,right,True,discover,Sports,Running,Marathon,Madrid,48.11,100.94,2026-08-11,venue_madrid_038,2026-02-13T12:09:09
int_0009430,2026-02-14T13:04:44,user_173,sess_00964,event_00190,swipe,right,True,map,Arts & Theatre,Exhibition,Immersive,Barcelona,17.4,57.65,2026-04-28,venue_barcelona_064,2026-02-14T13:06:07
int_0009431,2026-02-15T12:47:43,user_173,sess_00962,event_01436,swipe,right,True,planner,Sports,Running,Half Marathon,Malaga,58.67,107.92,2026-05-31,venue_malaga_044,2026-02-15T12:51:08
int_0009432,2026-02-16T05:18:02,user_173,sess_00965,event_01496,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Madrid,58.3,115.37,2026-05-09,venue_madrid_068,2026-02-16T05:20:44
int_0009433,2026-02-17T15:20:36,user_173,sess_00965,event_00087,swipe,right,True,discover,Music,Electronic,Techno,Barcelona,56.56,117.85,2026-07-14,venue_barcelona_044,2026-02-17T15:21:05
int_0009434,2026-02-17T22:43:04,user_173,sess_00962,event_01365,swipe,right,True,planner,Music,Electronic,House,Madrid,48.83,110.81,2026-06-12,venue_madrid_042,2026-02-17T22:45:10
int_0009435,2026-02-18T08:10:41,user_173,sess_00964,event_01309,swipe,left,False,planner,Music,Urban,Reggaeton,Madrid,73.16,107.84,2026-06-18,venue_madrid_037,2026-02-18T08:12:55
int_0009436,2026-02-19T18:05:14,user_173,sess_00962,event_00815,swipe,right,True,discover,Music,Urban,Trap,Madrid,17.15,46.49,2026-05-19,venue_madrid_030,2026-02-19T18:06:16
int_0009437,2026-02-21T05:58:31,user_173,sess_00966,event_00601,swipe,right,True,discover,Music,Urban,Trap,Madrid,21.85,66.7,2026-05-07,venue_madrid_016,2026-02-21T06:02:21
int_0009438,2026-02-22T07:26:12,user_173,sess_00962,event_01091,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Sevilla,35.04,52.06,2026-06-13,venue_sevilla_013,2026-02-22T07:29:56
int_0009439,2026-02-22T23:14:16,user_173,sess_00968,event_01239,swipe,left,False,discover,Music,Urban,Trap,Madrid,65.81,79.79,2026-04-30,venue_madrid_015,2026-02-22T23:15:52
int_0009440,2026-02-24T05:47:48,user_173,sess_00966,event_00330,swipe,right,True,planner,Arts & Theatre,Theatre,Comedy,Madrid,24.31,112.93,2026-05-09,venue_madrid_040,2026-02-24T05:48:24
int_0009441,2026-02-24T15:24:41,user_173,sess_00966,event_00247,swipe,left,False,planner,Arts & Theatre,Exhibition,Modern Art,Madrid,55.22,103.26,2026-05-13,venue_madrid_022,2026-02-24T15:28:31
int_0009442,2026-02-26T03:02:08,user_173,sess_00962,event_01471,swipe,left,False,planner,Music,Urban,Trap,Madrid,52.05,127.56,2026-06-12,venue_madrid_038,2026-02-26T03:02:52
int_0009443,2026-02-27T10:09:49,user_173,sess_00967,event_01450,swipe,right,True,planner,Music,Electronic,EDM,Madrid,47.8,109.98,2026-07-08,venue_madrid_042,2026-02-27T10:11:18
