interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,days_until_event,avg_price,is_right_swipe
int_0007154,2026-04-25 04:51:25,user_133,sess_00746,event_00839,swipe,right,True,discover,Family,Circus,Acrobatics,Barcelona,17.69,93.7,2026-05-21,venue_barcelona_032,2026-04-25 04:51:27,26,55.695,1
int_0007155,2026-04-25 07:42:34,user_133,sess_00749,event_00642,swipe,left,False,discover,Sports,Motor,Moto,Valencia,75.35,89.06,2026-06-04,venue_valencia_023,2026-04-25 07:45:23,40,82.205,0
int_0007156,2026-04-25 00:14:07,user_133,sess_00749,event_00716,swipe,left,False,discover,Sports,Running,Half Marathon,Valencia,71.04,86.2,2026-08-18,venue_valencia_025,2026-04-25 00:14:55,115,78.62,0
int_0007157,2026-04-25 07:35:56,user_133,sess_00749,event_00877,swipe,left,False,discover,Music,Jazz,Fusion,Valencia,38.72,91.08,2026-08-19,venue_valencia_030,2026-04-25 07:36:43,116,64.9,0
int_0007158,2026-04-25 10:47:14,user_133,sess_00749,event_00901,swipe,left,False,discover,Sports,Football,LaLiga,A Coruna,70.19,124.86,2026-05-10,venue_a_coruna_051,2026-04-25 10:49:49,15,97.525,0
int_0007159,2026-04-25 09:03:43,user_133,sess_00752,event_01036,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Valencia,55.75,98.36,2026-05-12,venue_valencia_036,2026-04-25 09:06:11,17,77.055,1
int_0007160,2026-04-25 08:05:15,user_133,sess_00747,event_01065,swipe,left,False,discover,Music,Urban,Trap,Valencia,61.0,139.86,2026-05-31,venue_valencia_032,2026-04-25 08:06:16,36,100.43,0
int_0007161,2026-04-25 09:20:28,user_133,sess_00746,event_00508,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,26.98,95.29,2026-07-29,venue_madrid_064,2026-04-25 09:21:51,95,61.135000000000005,1
int_0007162,2026-04-25 04:49:59,user_133,sess_00748,event_00613,swipe,left,False,discover,Family,Theme Park,Water Park,Valencia,34.51,93.62,2026-07-02,venue_valencia_034,2026-04-25 04:51:28,68,64.065,0
int_0007163,2026-04-25 03:39:58,user_133,sess_00748,event_01401,swipe,left,False,planner,Arts & Theatre,Theatre,Drama,Valencia,37.89,127.55,2026-07-07,venue_valencia_046,2026-04-25 03:42:00,73,82.72,0
int_0007164,2026-04-25 09:56:49,user_133,sess_00750,event_00149,swipe,left,False,planner,Sports,Motor,Formula,Valencia,68.11,106.27,2026-08-19,venue_valencia_061,2026-04-25 09:59:08,116,87.19,0
int_0007165,2026-04-25 06:55:07,user_133,sess_00752,event_00365,swipe,right,True,discover,Family,Circus,Animal-Free,Valencia,14.25,26.32,2026-06-03,venue_valencia_037,2026-04-25 06:59:04,39,20.285,1
int_0007166,2026-04-25 03:31:19,user_133,sess_00746,event_00642,swipe,right,True,discover,Sports,Motor,Moto,Valencia,75.35,89.06,2026-06-04,venue_valencia_023,2026-04-25 03:35:13,40,82.205,1
int_0007167,2026-04-25 11:40:08,user_133,sess_00751,event_00252,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,38.81,77.4,2026-08-05,venue_madrid_035,2026-04-25 11:40:20,102,58.105000000000004,1
int_0007168,2026-04-25 04:54:41,user_133,sess_00751,event_00758,swipe,left,False,discover,Arts & Theatre,Exhibition,Photography,Valencia,63.41,144.78,2026-05-20,venue_valencia_055,2026-04-25 04:57:02,25,104.095,0
int_0007169,2026-04-25 07:39:00,user_133,sess_00750,event_01172,swipe,right,True,discover,Music,Pop,Synth Pop,Malaga,68.37,154.93,2026-05-17,venue_malaga_058,2026-04-25 07:40:23,22,111.65,1
int_0007170,2026-04-25 01:10:32,user_133,sess_00746,event_01086,swipe,left,False,discover,Family,Kids,Educational,Sevilla,37.57,95.13,2026-08-15,venue_sevilla_033,2026-04-25 01:10:35,112,66.35,0
int_0007171,2026-04-25 07:23:17,user_133,sess_00746,event_00846,swipe,left,False,map,Music,Urban,Trap,Valencia,43.97,66.18,2026-07-20,venue_valencia_012,2026-04-25 07:27:17,86,55.075,0
int_0007172,2026-04-25 05:33:33,user_133,sess_00751,event_00544,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,41.05,50.29,2026-07-16,venue_madrid_031,2026-04-25 05:34:58,82,45.67,1
int_0007173,2026-04-25 09:39:02,user_133,sess_00748,event_00908,swipe,left,False,map,Music,Rock,Classic Rock,Valencia,63.48,120.07,2026-06-20,venue_valencia_062,2026-04-25 09:40:10,56,91.77499999999999,0
int_0007174,2026-04-25 00:15:33,user_133,sess_00746,event_00649,swipe,left,False,discover,Music,Electronic,Techno,Valencia,32.31,111.87,2026-05-15,venue_valencia_054,2026-04-25 00:18:52,20,72.09,0
int_0007175,2026-04-25 06:22:48,user_133,sess_00751,event_00700,swipe,left,False,discover,Music,Rock,Alternative Rock,Madrid,27.0,108.09,2026-08-15,venue_madrid_053,2026-04-25 06:26:13,112,67.545,0
int_0007176,2026-04-25 04:17:06,user_133,sess_00747,event_01456,swipe,right,True,map,Music,Jazz,Smooth Jazz,Valencia,54.01,77.66,2026-07-13,venue_valencia_060,2026-04-25 04:20:25,79,65.835,1
int_0007177,2026-04-25 05:29:15,user_133,sess_00751,event_00370,swipe,left,False,discover,Sports,Basketball,Friendly,Sevilla,50.49,138.09,2026-08-07,venue_sevilla_045,2026-04-25 05:33:10,104,94.29,0
int_0007178,2026-04-25 00:04:10,user_133,sess_00750,event_00388,swipe,left,False,discover,Arts & Theatre,Theatre,Comedy,Malaga,27.14,101.16,2026-05-24,venue_malaga_002,2026-04-25 00:04:42,29,64.15,0
int_0007179,2026-04-25 09:09:24,user_133,sess_00749,event_00621,swipe,left,False,discover,Sports,Football,LaLiga,Valencia,76.18,107.18,2026-05-04,venue_valencia_046,2026-04-25 09:09:37,9,91.68,0
int_0007180,2026-04-25 03:25:11,user_133,sess_00749,event_01312,swipe,left,False,discover,Arts & Theatre,Exhibition,Photography,Valencia,31.06,71.15,2026-07-21,venue_valencia_034,2026-04-25 03:26:36,87,51.105000000000004,0
int_0007181,2026-04-25 08:16:48,user_133,sess_00747,event_00572,swipe,left,False,discover,Sports,Basketball,EuroLeague,Barcelona,54.96,123.28,2026-07-06,venue_barcelona_026,2026-04-25 08:20:03,72,89.12,0
int_0007182,2026-04-25 08:01:41,user_133,sess_00751,event_00466,swipe,left,False,discover,Music,Urban,Reggaeton,Valencia,49.01,123.24,2026-07-07,venue_valencia_020,2026-04-25 08:05:13,73,86.125,0
int_0007183,2026-04-25 06:29:50,user_133,sess_00752,event_01090,swipe,right,True,discover,Sports,Football,LaLiga,Madrid,56.71,97.72,2026-08-20,venue_madrid_059,2026-04-25 06:33:46,117,77.215,1
int_0007184,2026-04-25 01:23:30,user_133,sess_00751,event_01055,swipe,left,False,map,Family,Kids,Puppets,Malaga,0.35,46.1,2026-06-10,venue_malaga_008,2026-04-25 01:26:25,46,23.225,0
int_0007185,2026-04-25 00:05:07,user_133,sess_00748,event_00351,swipe,left,False,discover,Sports,Basketball,EuroLeague,Valencia,23.42,50.5,2026-04-30,venue_valencia_063,2026-04-25 00:05:51,5,36.96,0
int_0007186,2026-04-25 08:06:09,user_133,sess_00749,event_01434,swipe,right,True,discover,Sports,Motor,Formula,Sevilla,66.35,124.73,2026-07-10,venue_sevilla_025,2026-04-25 08:07:23,76,95.53999999999999,1
int_0007187,2026-04-25 07:16:52,user_133,sess_00748,event_00659,swipe,left,False,discover,Music,Pop,Mainstream Pop,Valencia,22.61,36.91,2026-05-06,venue_valencia_063,2026-04-25 07:19:00,11,29.759999999999998,0
int_0007188,2026-04-25 09:53:08,user_133,sess_00750,event_00312,swipe,left,False,discover,Sports,Running,Marathon,Madrid,54.42,77.89,2026-07-01,venue_madrid_027,2026-04-25 09:55:08,67,66.155,0
int_0007189,2026-04-25 00:33:43,user_133,sess_00752,event_01024,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Madrid,53.28,139.55,2026-06-03,venue_madrid_063,2026-04-25 00:37:10,39,96.415,0
int_0007190,2026-04-25 08:18:42,user_133,sess_00748,event_00484,swipe,left,False,discover,Music,Jazz,Smooth Jazz,Valencia,56.14,139.77,2026-07-27,venue_valencia_022,2026-04-25 08:21:54,93,97.95500000000001,0
int_0007191,2026-04-25 06:05:30,user_133,sess_00749,event_01322,swipe,left,False,discover,Family,Kids,Educational,Valencia,36.34,69.94,2026-08-10,venue_valencia_025,2026-04-25 06:08:42,107,53.14,0
int_0007192,2026-04-25 00:45:54,user_133,sess_00748,event_00739,swipe,right,True,planner,Sports,Motor,Moto,Valencia,48.75,103.92,2026-06-12,venue_valencia_016,2026-04-25 00:48:49,48,76.33500000000001,1
int_0007193,2026-04-25 04:42:06,user_133,sess_00749,event_00106,swipe,right,True,discover,Family,Kids,Puppets,Valencia,22.23,66.59,2026-07-23,venue_valencia_005,2026-04-25 04:45:22,89,44.410000000000004,1
int_0007194,2026-04-25 01:58:13,user_133,sess_00751,event_00649,swipe,left,False,map,Music,Electronic,Techno,Valencia,32.31,111.87,2026-05-15,venue_valencia_054,2026-04-25 02:00:42,20,72.09,0
int_0007195,2026-04-25 03:37:25,user_133,sess_00751,event_00927,swipe,right,True,discover,Music,Jazz,Fusion,Malaga,67.96,86.69,2026-05-14,venue_malaga_016,2026-04-25 03:39:32,19,77.32499999999999,1
int_0007196,2026-04-25 11:17:04,user_133,sess_00746,event_01036,swipe,left,False,planner,Arts & Theatre,Classical,Chamber,Valencia,55.75,98.36,2026-05-12,venue_valencia_036,2026-04-25 11:17:41,17,77.055,0
int_0007197,2026-04-25 04:48:38,user_133,sess_00752,event_01480,swipe,left,False,discover,Arts & Theatre,Exhibition,Immersive,Valencia,37.32,99.54,2026-06-06,venue_valencia_017,2026-04-25 04:49:55,42,68.43,0
int_0007198,2026-04-25 05:01:27,user_133,sess_00747,event_00781,swipe,left,False,discover,Music,Jazz,Smooth Jazz,Valencia,71.23,122.91,2026-05-30,venue_valencia_060,2026-04-25 05:01:38,35,97.07,0
int_0007199,2026-04-25 08:18:51,user_133,sess_00748,event_01248,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Valencia,67.04,96.61,2026-08-23,venue_valencia_061,2026-04-25 08:18:55,120,81.825,0
int_0007200,2026-04-25 07:31:31,user_133,sess_00748,event_01421,swipe,left,False,discover,Music,Electronic,EDM,Valencia,32.69,101.68,2026-07-21,venue_valencia_057,2026-04-25 07:33:08,87,67.185,0
int_0007201,2026-04-25 05:44:09,user_133,sess_00748,event_01036,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Valencia,55.75,98.36,2026-05-12,venue_valencia_036,2026-04-25 05:47:46,17,77.055,1
int_0007202,2026-03-01 21:21:22,user_134,sess_00757,event_00706,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,73.81,85.09,2026-06-18,venue_valencia_001,2026-03-01 21:23:12,109,79.45,1
int_0007203,2026-03-02 06:19:14,user_134,sess_00753,event_01423,swipe,left,False,map,Sports,Basketball,Friendly,Madrid,70.21,120.59,2026-07-30,venue_madrid_066,2026-03-02 06:19:51,150,95.4,0
int_0007204,2026-03-03 11:11:51,user_134,sess_00754,event_01448,swipe,left,False,discover,Music,Rock,Indie Rock,Valencia,41.29,72.6,2026-06-12,venue_valencia_069,2026-03-03 11:13:47,101,56.94499999999999,0
int_0007205,2026-03-04 16:28:15,user_134,sess_00754,event_00486,swipe,left,False,discover,Sports,Motor,Formula,Valencia,54.88,66.08,2026-08-19,venue_valencia_061,2026-03-04 16:29:59,168,60.480000000000004,0
int_0007206,2026-03-05 12:08:00,user_134,sess_00757,event_01456,swipe,left,False,discover,Music,Jazz,Smooth Jazz,Valencia,54.01,77.66,2026-07-13,venue_valencia_060,2026-03-05 12:11:53,130,65.835,0
int_0007207,2026-03-05 22:44:40,user_134,sess_00754,event_01140,swipe,left,False,discover,Family,Theme Park,Adventure,Madrid,32.13,104.41,2026-06-25,venue_madrid_062,2026-03-05 22:45:16,112,68.27,0
int_0007208,2026-03-06 23:12:42,user_134,sess_00755,event_01224,swipe,left,False,discover,Sports,Running,10K,Madrid,61.02,126.55,2026-07-29,venue_madrid_066,2026-03-06 23:13:29,145,93.785,0
int_0007209,2026-03-07 19:29:30,user_134,sess_00757,event_01328,swipe,left,False,planner,Sports,Motor,Rally,Sevilla,47.61,89.38,2026-08-02,venue_sevilla_008,2026-03-07 19:29:38,148,68.495,0
int_0007210,2026-03-08 23:52:40,user_134,sess_00756,event_01036,swipe,left,False,discover,Arts & Theatre,Classical,Chamber,Valencia,55.75,98.36,2026-05-12,venue_valencia_036,2026-03-08 23:53:31,65,77.055,0
int_0007211,2026-03-10 04:32:13,user_134,sess_00753,event_01121,swipe,left,False,discover,Family,Magic,Family Magic,Sevilla,40.48,75.65,2026-07-24,venue_sevilla_017,2026-03-10 04:34:53,136,58.065,0
int_0007212,2026-03-10 19:59:28,user_134,sess_00755,event_01182,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,74.04,122.49,2026-07-24,venue_valencia_039,2026-03-10 20:02:28,136,98.265,1
int_0007213,2026-03-11 11:40:50,user_134,sess_00755,event_00223,swipe,left,False,discover,Sports,Basketball,Friendly,Valencia,66.52,111.7,2026-06-22,venue_valencia_066,2026-03-11 11:42:29,103,89.11,0
int_0007214,2026-03-11 23:42:52,user_134,sess_00753,event_01242,swipe,left,False,planner,Sports,Basketball,Liga ACB,Valencia,66.6,147.85,2026-04-30,venue_valencia_027,2026-03-11 23:46:05,50,107.225,0
int_0007215,2026-03-12 11:01:28,user_134,sess_00753,event_00447,swipe,left,False,discover,Music,Electronic,House,Valencia,49.36,86.72,2026-08-05,venue_valencia_063,2026-03-12 11:03:07,146,68.03999999999999,0
int_0007216,2026-03-13 04:10:53,user_134,sess_00758,event_00631,swipe,left,False,map,Music,Jazz,Big Band,Valencia,63.24,118.31,2026-07-25,venue_valencia_019,2026-03-13 04:13:12,134,90.775,0
int_0007217,2026-03-13 17:51:31,user_134,sess_00754,event_00402,swipe,left,False,planner,Arts & Theatre,Theatre,Drama,Valencia,69.92,109.35,2026-06-19,venue_valencia_052,2026-03-13 17:54:37,98,89.63499999999999,0
int_0007218,2026-03-14 09:44:45,user_134,sess_00758,event_00789,swipe,left,False,discover,Music,Jazz,Smooth Jazz,Valencia,20.41,77.6,2026-08-17,venue_valencia_064,2026-03-14 09:44:59,156,49.004999999999995,0
int_0007219,2026-03-15 18:01:00,user_134,sess_00754,event_00671,swipe,right,True,discover,Sports,Basketball,Friendly,Valencia,54.28,93.11,2026-08-13,venue_valencia_012,2026-03-15 18:03:47,151,73.695,1
int_0007220,2026-03-16 14:20:00,user_134,sess_00754,event_00302,swipe,left,False,planner,Music,Jazz,Smooth Jazz,Valencia,55.95,67.92,2026-08-18,venue_valencia_044,2026-03-16 14:22:57,155,61.935,0
int_0007221,2026-03-16 23:30:12,user_134,sess_00753,event_00908,swipe,right,True,discover,Music,Rock,Classic Rock,Valencia,63.48,120.07,2026-06-20,venue_valencia_062,2026-03-16 23:33:08,96,91.77499999999999,1
int_0007222,2026-03-17 08:44:14,user_134,sess_00757,event_01265,swipe,right,True,discover,Music,Pop,Latin Pop,Valencia,51.52,132.76,2026-08-20,venue_valencia_004,2026-03-17 08:47:33,156,92.14,1
int_0007223,2026-03-17 16:33:18,user_134,sess_00758,event_00266,swipe,right,True,discover,Family,Magic,Stage Magic,Valencia,16.14,46.15,2026-05-13,venue_valencia_022,2026-03-17 16:35:11,57,31.145,1
int_0007224,2026-03-18 00:03:57,user_134,sess_00753,event_00414,swipe,left,False,discover,Family,Circus,Classic Circus,Zaragoza,43.41,125.6,2026-07-27,venue_zaragoza_010,2026-03-18 00:07:17,131,84.505,0
int_0007225,2026-03-18 12:45:13,user_134,sess_00757,event_00167,swipe,left,False,discover,Music,Jazz,Smooth Jazz,Valencia,34.68,66.92,2026-05-06,venue_valencia_014,2026-03-18 12:46:41,49,50.8,0
int_0007226,2026-03-19 04:24:57,user_134,sess_00758,event_00083,swipe,left,False,discover,Sports,Basketball,EuroLeague,Valencia,63.77,102.7,2026-07-05,venue_valencia_043,2026-03-19 04:25:26,108,83.235,0
int_0007227,2026-03-20 00:11:00,user_134,sess_00755,event_00613,swipe,left,False,discover,Family,Theme Park,Water Park,Valencia,34.51,93.62,2026-07-02,venue_valencia_034,2026-03-20 00:12:17,104,64.065,0
int_0007228,2026-03-21 02:33:53,user_134,sess_00757,event_01335,swipe,left,False,discover,Arts & Theatre,Dance,Ballet,Valencia,68.17,152.19,2026-05-22,venue_valencia_060,2026-03-21 02:34:12,62,110.18,0
int_0007229,2026-03-21 14:49:32,user_134,sess_00756,event_00286,swipe,right,True,discover,Music,Pop,Mainstream Pop,Valencia,29.31,46.9,2026-05-11,venue_valencia_041,2026-03-21 14:50:28,51,38.105,1
int_0007230,2026-03-22 13:54:59,user_134,sess_00757,event_00286,swipe,right,True,discover,Music,Pop,Mainstream Pop,Valencia,29.31,46.9,2026-05-11,venue_valencia_041,2026-03-22 13:58:40,50,38.105,1
int_0007231,2026-03-23 14:20:41,user_134,sess_00755,event_00266,swipe,right,True,discover,Family,Magic,Stage Magic,Valencia,16.14,46.15,2026-05-13,venue_valencia_022,2026-03-23 14:22:22,51,31.145,1
int_0007232,2026-03-24 19:24:46,user_134,sess_00754,event_01311,swipe,right,True,discover,Arts & Theatre,Exhibition,Modern Art,Valencia,28.08,53.72,2026-06-02,venue_valencia_004,2026-03-24 19:26:02,70,40.9,1
int_0007233,2026-03-25 12:37:49,user_134,sess_00755,event_00849,swipe,left,False,discover,Music,Electronic,Techno,Valencia,62.09,133.18,2026-06-08,venue_valencia_034,2026-03-25 12:38:20,75,97.635,0
int_0007234,2026-03-26 07:35:14,user_134,sess_00758,event_01027,swipe,left,False,discover,Sports,Football,Friendly,Valencia,62.72,135.86,2026-07-23,venue_valencia_036,2026-03-26 07:35:23,119,99.29,0
int_0007235,2026-03-26 20:30:19,user_134,sess_00755,event_00092,swipe,right,True,discover,Sports,Basketball,EuroLeague,Valencia,18.56,92.54,2026-07-20,venue_valencia_033,2026-03-26 20:34:12,116,55.550000000000004,1
int_0007236,2026-03-27 00:41:45,user_134,sess_00754,event_00621,swipe,left,False,discover,Sports,Football,LaLiga,Valencia,76.18,107.18,2026-05-04,venue_valencia_046,2026-03-27 00:44:17,38,91.68,0
int_0007237,2026-03-28 01:20:55,user_134,sess_00757,event_00992,swipe,left,False,map,Family,Kids,Disney,Valencia,44.92,129.18,2026-05-30,venue_valencia_019,2026-03-28 01:24:26,63,87.05000000000001,0
int_0007238,2026-03-29 02:07:43,user_134,sess_00758,event_01027,swipe,left,False,discover,Sports,Football,Friendly,Valencia,62.72,135.86,2026-07-23,venue_valencia_036,2026-03-29 02:10:24,116,99.29,0
int_0007239,2026-03-30 12:43:02,user_134,sess_00757,event_01368,swipe,left,False,discover,Sports,Motor,Rally,Valencia,68.05,96.76,2026-06-25,venue_valencia_052,2026-03-30 12:45:14,87,82.405,0
int_0007240,2026-03-31 16:27:31,user_134,sess_00753,event_00327,swipe,right,True,discover,Music,Pop,Synth Pop,Madrid,27.04,81.27,2026-06-12,venue_madrid_002,2026-03-31 16:30:06,73,54.155,1
int_0007241,2026-03-31 22:55:46,user_134,sess_00755,event_01248,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Valencia,67.04,96.61,2026-08-23,venue_valencia_061,2026-03-31 22:59:30,145,81.825,1
int_0007242,2026-04-01 13:10:31,user_134,sess_00753,event_01414,swipe,left,False,map,Family,Circus,Acrobatics,Madrid,42.96,60.88,2026-08-17,venue_madrid_034,2026-04-01 13:13:06,138,51.92,0
int_0007243,2026-04-01 21:06:22,user_134,sess_00755,event_00886,swipe,left,False,map,Music,Electronic,EDM,Valencia,45.27,131.12,2026-07-31,venue_valencia_066,2026-04-01 21:07:05,121,88.19500000000001,0
int_0007244,2026-04-02 02:51:31,user_134,sess_00758,event_00358,swipe,right,True,discover,Family,Magic,Stage Magic,Valencia,44.72,72.24,2026-06-07,venue_valencia_019,2026-04-02 02:52:42,66,58.48,1
int_0007245,2026-04-03 04:30:26,user_134,sess_00758,event_01051,swipe,right,True,discover,Music,Jazz,Fusion,Valencia,70.81,141.43,2026-07-21,venue_valencia_022,2026-04-03 04:32:56,109,106.12,1
int_0007246,2026-04-04 06:31:34,user_134,sess_00753,event_00710,swipe,left,False,discover,Arts & Theatre,Classical,Opera,Valencia,65.61,100.91,2026-06-14,venue_valencia_010,2026-04-04 06:33:45,71,83.25999999999999,0
int_0007247,2026-04-05 11:30:59,user_134,sess_00754,event_01060,swipe,right,True,discover,Family,Magic,Illusion,Madrid,25.26,60.42,2026-06-15,venue_madrid_018,2026-04-05 11:33:55,71,42.84,1
int_0007248,2026-04-05 21:05:01,user_134,sess_00754,event_00992,swipe,left,False,discover,Family,Kids,Disney,Valencia,44.92,129.18,2026-05-30,venue_valencia_019,2026-04-05 21:08:26,55,87.05000000000001,0
int_0007249,2026-04-06 07:25:23,user_134,sess_00754,event_00268,swipe,right,True,discover,Music,Urban,Hip-Hop,Valencia,33.28,119.08,2026-05-13,venue_valencia_014,2026-04-06 07:29:18,37,76.18,1
int_0007250,2026-04-06 21:09:05,user_134,sess_00758,event_01157,swipe,left,False,discover,Arts & Theatre,Theatre,Musical,Valencia,45.17,130.96,2026-08-11,venue_valencia_034,2026-04-06 21:13:04,127,88.065,0
int_0007251,2026-04-07 08:42:05,user_134,sess_00755,event_01093,swipe,right,True,discover,Arts & Theatre,Theatre,Drama,Valencia,20.35,90.64,2026-05-21,venue_valencia_011,2026-04-07 08:42:53,44,55.495000000000005,1
int_0007252,2026-04-07 18:13:40,user_134,sess_00755,event_01311,swipe,right,True,discover,Arts & Theatre,Exhibition,Modern Art,Valencia,28.08,53.72,2026-06-02,venue_valencia_004,2026-04-07 18:14:36,56,40.9,1
int_0007253,2026-04-08 20:24:43,user_134,sess_00755,event_00318,swipe,left,False,discover,Sports,Motor,Rally,Valencia,44.25,130.43,2026-07-24,venue_valencia_040,2026-04-08 20:27:36,107,87.34,0
int_0007254,2026-04-09 08:22:47,user_134,sess_00758,event_00044,swipe,left,False,discover,Music,Pop,Synth Pop,Bilbao,72.07,114.64,2026-07-31,venue_bilbao_036,2026-04-09 08:22:55,113,93.35499999999999,0
int_0007255,2026-04-10 03:37:01,user_134,sess_00754,event_00486,swipe,right,True,planner,Sports,Motor,Formula,Valencia,54.88,66.08,2026-08-19,venue_valencia_061,2026-04-10 03:39:00,131,60.480000000000004,1
int_0007256,2026-04-10 22:15:58,user_134,sess_00758,event_01346,swipe,right,True,discover,Sports,Running,Marathon,Madrid,19.52,57.51,2026-05-18,venue_madrid_045,2026-04-10 22:19:28,38,38.515,1
int_0007257,2026-04-12 02:48:52,user_134,sess_00757,event_01335,swipe,left,False,planner,Arts & Theatre,Dance,Ballet,Valencia,68.17,152.19,2026-05-22,venue_valencia_060,2026-04-12 02:51:33,40,110.18,0
int_0007258,2026-04-13 06:43:29,user_134,sess_00755,event_00906,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,41.93,50.35,2026-07-03,venue_madrid_054,2026-04-13 06:44:51,81,46.14,1
int_0007259,2026-04-14 17:28:55,user_134,sess_00757,event_00422,swipe,left,False,planner,Music,Pop,Mainstream Pop,Valencia,58.6,106.12,2026-07-19,venue_valencia_056,2026-04-14 17:29:46,96,82.36,0
int_0007260,2026-04-15 02:28:42,user_134,sess_00757,event_00846,swipe,left,False,discover,Music,Urban,Trap,Valencia,43.97,66.18,2026-07-20,venue_valencia_012,2026-04-15 02:32:24,96,55.075,0
int_0007261,2026-04-16 13:25:06,user_134,sess_00755,event_00258,swipe,left,False,discover,Family,Theme Park,Adventure,Valencia,23.03,91.69,2026-06-07,venue_valencia_070,2026-04-16 13:26:38,52,57.36,0
int_0007262,2026-04-18 00:14:20,user_134,sess_00753,event_00584,swipe,left,False,discover,Family,Theme Park,Adventure,Valencia,56.95,83.45,2026-07-06,venue_valencia_004,2026-04-18 00:15:02,79,70.2,0
int_0007263,2026-04-18 18:27:03,user_134,sess_00757,event_00464,swipe,left,False,discover,Arts & Theatre,Exhibition,Immersive,Valencia,17.89,85.39,2026-05-28,venue_valencia_009,2026-04-18 18:28:29,40,51.64,0
int_0007264,2026-04-19 01:41:43,user_134,sess_00758,event_01142,swipe,left,False,discover,Music,Jazz,Fusion,Madrid,68.79,153.36,2026-05-15,venue_madrid_002,2026-04-19 01:41:52,26,111.07500000000002,0
int_0007265,2026-04-19 21:28:41,user_134,sess_00753,event_00908,swipe,left,False,discover,Music,Rock,Classic Rock,Valencia,63.48,120.07,2026-06-20,venue_valencia_062,2026-04-19 21:29:00,62,91.77499999999999,0
int_0007266,2026-04-21 02:47:52,user_134,sess_00753,event_01242,swipe,left,False,discover,Sports,Basketball,Liga ACB,Valencia,66.6,147.85,2026-04-30,venue_valencia_027,2026-04-21 02:50:27,9,107.225,0
int_0007267,2026-04-22 02:13:21,user_134,sess_00756,event_00741,swipe,left,False,discover,Music,Pop,Synth Pop,Valencia,32.5,92.89,2026-06-02,venue_valencia_007,2026-04-22 02:14:02,41,62.695,0
int_0007268,2026-04-23 08:47:46,user_134,sess_00756,event_00622,swipe,left,False,discover,Music,Urban,Hip-Hop,Valencia,50.71,129.61,2026-05-19,venue_valencia_050,2026-04-23 08:51:43,26,90.16000000000001,0
int_0007269,2026-04-24 04:36:00,user_134,sess_00756,event_01267,swipe,left,False,discover,Sports,Football,LaLiga,Valencia,43.43,110.41,2026-06-24,venue_valencia_069,2026-04-24 04:38:35,61,76.92,0
int_0007270,2026-04-25 07:34:41,user_134,sess_00755,event_00223,swipe,left,False,discover,Sports,Basketball,Friendly,Valencia,66.52,111.7,2026-06-22,venue_valencia_066,2026-04-25 07:38:25,58,89.11,0
int_0007271,2026-04-25 05:11:51,user_134,sess_00755,event_00167,swipe,left,False,map,Music,Jazz,Smooth Jazz,Valencia,34.68,66.92,2026-05-06,venue_valencia_014,2026-04-25 05:13:14,11,50.8,0
int_0007272,2026-04-25 11:11:44,user_134,sess_00754,event_00461,swipe,left,False,discover,Family,Theme Park,Adventure,Valencia,0.3,57.23,2026-05-01,venue_valencia_016,2026-04-25 11:15:06,6,28.764999999999997,0
int_0007273,2026-04-25 08:08:28,user_134,sess_00753,event_00402,swipe,left,False,discover,Arts & Theatre,Theatre,Drama,Valencia,69.92,109.35,2026-06-19,venue_valencia_052,2026-04-25 08:09:44,55,89.63499999999999,0
int_0007274,2026-04-25 02:47:34,user_134,sess_00756,event_00430,swipe,right,True,discover,Family,Theme Park,Season Pass,Valencia,9.85,29.37,2026-08-18,venue_valencia_006,2026-04-25 02:50:10,115,19.61,1
int_0007275,2026-04-25 08:20:10,user_134,sess_00756,event_00530,swipe,right,True,discover,Music,Jazz,Big Band,Valencia,53.37,86.76,2026-07-16,venue_valencia_068,2026-04-25 08:21:36,82,70.065,1
int_0007276,2026-04-25 04:08:47,user_134,sess_00757,event_00716,swipe,left,False,discover,Sports,Running,Half Marathon,Valencia,71.04,86.2,2026-08-18,venue_valencia_025,2026-04-25 04:10:40,115,78.62,0
int_0007277,2026-04-25 10:49:36,user_134,sess_00754,event_01396,swipe,left,False,discover,Sports,Football,LaLiga,Madrid,54.68,122.39,2026-05-04,venue_madrid_029,2026-04-25 10:51:37,9,88.535,0
int_0007278,2026-04-25 11:02:41,user_134,sess_00756,event_00191,swipe,left,False,discover,Sports,Basketball,Liga ACB,Valencia,47.69,128.04,2026-06-01,venue_valencia_007,2026-04-25 11:02:47,37,87.865,0
